""	"gender"	"race"
"1559"	"Male"	"Caucasian"
"1560"	"Female"	"AfricanAmerican"
"1561"	"Male"	"AfricanAmerican"
"1562"	"Male"	"Caucasian"
"1563"	"Male"	"AfricanAmerican"
"1564"	"Male"	"AfricanAmerican"
"1565"	"Male"	"Caucasian"
"1566"	"Female"	"Caucasian"
"1567"	"Female"	"Caucasian"
"1568"	"Male"	"Caucasian"
"1569"	"Female"	"Caucasian"
"1570"	"Male"	"Caucasian"
"1571"	"Female"	"Caucasian"
"1572"	"Female"	"Caucasian"
"1573"	"Male"	"AfricanAmerican"
"1574"	"Female"	"Caucasian"
"1575"	"Male"	"Caucasian"
"1576"	"Male"	"Caucasian"
"1577"	"Female"	"Other"
"1578"	"Male"	"Caucasian"
"1579"	"Male"	"Caucasian"
"1580"	"Female"	"AfricanAmerican"
"1581"	"Female"	"Caucasian"
"1582"	"Male"	"Hispanic"
"1583"	"Female"	"AfricanAmerican"
"1584"	"Female"	"Caucasian"
"1585"	"Male"	"Caucasian"
"1586"	"Female"	"Caucasian"
"1587"	"Female"	"AfricanAmerican"
"1588"	"Male"	"Caucasian"
"1589"	"Male"	"Caucasian"
"1590"	"Female"	"Caucasian"
"1591"	"Female"	"AfricanAmerican"
"1592"	"Male"	"Caucasian"
"1593"	"Male"	"Caucasian"
"1594"	"Female"	"Caucasian"
"1595"	"Male"	"Caucasian"
"1596"	"Male"	"AfricanAmerican"
"1597"	"Female"	"AfricanAmerican"
"1598"	"Male"	"AfricanAmerican"
"1599"	"Male"	"AfricanAmerican"
"1600"	"Female"	"Caucasian"
"1601"	"Male"	"AfricanAmerican"
"1602"	"Female"	"Caucasian"
"1603"	"Male"	"AfricanAmerican"
"1604"	"Female"	"Caucasian"
"1605"	"Female"	"Caucasian"
"1606"	"Male"	"Caucasian"
"1607"	"Male"	"AfricanAmerican"
"1608"	"Female"	"Caucasian"
"1609"	"Female"	"Caucasian"
"1610"	"Male"	"AfricanAmerican"
"1611"	"Male"	"Caucasian"
"1612"	"Male"	"AfricanAmerican"
"1613"	"Female"	"Caucasian"
"1614"	"Female"	"Other"
"1615"	"Female"	"?"
"1616"	"Male"	"Caucasian"
"1617"	"Male"	"Caucasian"
"1618"	"Female"	"Caucasian"
"1619"	"Female"	"Caucasian"
"1620"	"Female"	"Caucasian"
"1621"	"Female"	"Caucasian"
"1622"	"Male"	"Caucasian"
"1623"	"Female"	"Caucasian"
"1624"	"Female"	"Caucasian"
"1625"	"Male"	"AfricanAmerican"
"1626"	"Female"	"AfricanAmerican"
"1627"	"Female"	"Caucasian"
"1628"	"Female"	"AfricanAmerican"
"1629"	"Female"	"Caucasian"
"1630"	"Male"	"Caucasian"
"1631"	"Male"	"Caucasian"
"1632"	"Female"	"Caucasian"
"1633"	"Male"	"Caucasian"
"1634"	"Female"	"Caucasian"
"1635"	"Male"	"Caucasian"
"1636"	"Male"	"AfricanAmerican"
"1637"	"Female"	"Caucasian"
"1638"	"Female"	"Caucasian"
"1639"	"Female"	"AfricanAmerican"
"1640"	"Male"	"Caucasian"
"1641"	"Female"	"Caucasian"
"1642"	"Male"	"Caucasian"
"1643"	"Male"	"Caucasian"
"1644"	"Male"	"AfricanAmerican"
"1645"	"Male"	"Caucasian"
"1646"	"Male"	"Caucasian"
"1647"	"Male"	"Caucasian"
"1648"	"Female"	"Hispanic"
"1649"	"Male"	"Caucasian"
"1650"	"Male"	"Caucasian"
"1651"	"Female"	"Caucasian"
"1652"	"Female"	"AfricanAmerican"
"1653"	"Female"	"AfricanAmerican"
"1654"	"Female"	"Caucasian"
"1655"	"Male"	"Other"
"1656"	"Male"	"Caucasian"
"1657"	"Male"	"Caucasian"
"1658"	"Male"	"Caucasian"
"1659"	"Female"	"Caucasian"
"1660"	"Female"	"Caucasian"
"1661"	"Female"	"Caucasian"
"1662"	"Male"	"Caucasian"
"1663"	"Male"	"Caucasian"
"1664"	"Female"	"AfricanAmerican"
"1665"	"Female"	"Caucasian"
"1666"	"Male"	"Caucasian"
"1667"	"Female"	"Caucasian"
"1668"	"Male"	"Caucasian"
"1669"	"Male"	"AfricanAmerican"
"1670"	"Male"	"Caucasian"
"1671"	"Male"	"Asian"
"1672"	"Male"	"Caucasian"
"1673"	"Female"	"Caucasian"
"1674"	"Male"	"Caucasian"
"1675"	"Female"	"AfricanAmerican"
"1676"	"Female"	"AfricanAmerican"
"1677"	"Male"	"Caucasian"
"1678"	"Male"	"Caucasian"
"1679"	"Male"	"Caucasian"
"1680"	"Female"	"Caucasian"
"1681"	"Male"	"AfricanAmerican"
"1682"	"Female"	"Caucasian"
"1683"	"Female"	"AfricanAmerican"
"1684"	"Male"	"Caucasian"
"1685"	"Male"	"Caucasian"
"1686"	"Male"	"Caucasian"
"1687"	"Female"	"AfricanAmerican"
"1688"	"Female"	"AfricanAmerican"
"1689"	"Male"	"AfricanAmerican"
"1690"	"Female"	"Caucasian"
"1691"	"Female"	"Caucasian"
"1692"	"Female"	"AfricanAmerican"
"1693"	"Male"	"Caucasian"
"1694"	"Female"	"Caucasian"
"1695"	"Male"	"Caucasian"
"1696"	"Female"	"Caucasian"
"1697"	"Female"	"Caucasian"
"1698"	"Male"	"Caucasian"
"1699"	"Male"	"Other"
"1700"	"Female"	"Caucasian"
"1701"	"Male"	"Caucasian"
"1702"	"Female"	"Caucasian"
"1703"	"Female"	"Caucasian"
"1704"	"Female"	"AfricanAmerican"
"1705"	"Female"	"Caucasian"
"1706"	"Female"	"Caucasian"
"1707"	"Male"	"Caucasian"
"1708"	"Female"	"Caucasian"
"1709"	"Female"	"Caucasian"
"1710"	"Female"	"?"
"1711"	"Female"	"Caucasian"
"1712"	"Male"	"Caucasian"
"1713"	"Female"	"AfricanAmerican"
"1714"	"Male"	"Caucasian"
"1715"	"Female"	"AfricanAmerican"
"1716"	"Male"	"Caucasian"
"1717"	"Female"	"AfricanAmerican"
"1718"	"Female"	"Caucasian"
"1719"	"Male"	"Hispanic"
"1720"	"Male"	"Caucasian"
"1721"	"Female"	"Caucasian"
"1722"	"Male"	"Caucasian"
"1723"	"Male"	"AfricanAmerican"
"1724"	"Female"	"AfricanAmerican"
"1725"	"Female"	"AfricanAmerican"
"1726"	"Female"	"AfricanAmerican"
"1727"	"Male"	"Caucasian"
"1728"	"Female"	"Caucasian"
"1729"	"Female"	"AfricanAmerican"
"1730"	"Female"	"Caucasian"
"1731"	"Male"	"AfricanAmerican"
"1732"	"Female"	"Caucasian"
"1733"	"Male"	"Caucasian"
"1734"	"Female"	"Caucasian"
"1735"	"Female"	"Caucasian"
"1736"	"Female"	"Caucasian"
"1737"	"Male"	"Caucasian"
"1738"	"Male"	"Caucasian"
"1739"	"Female"	"Caucasian"
"1740"	"Male"	"Caucasian"
"1741"	"Male"	"Caucasian"
"1742"	"Male"	"Caucasian"
"1743"	"Female"	"Caucasian"
"1744"	"Female"	"Caucasian"
"1745"	"Male"	"Caucasian"
"1746"	"Female"	"Caucasian"
"1747"	"Female"	"Caucasian"
"1748"	"Male"	"Caucasian"
"1749"	"Male"	"Caucasian"
"1750"	"Female"	"Caucasian"
"1751"	"Female"	"Caucasian"
"1752"	"Female"	"Caucasian"
"1753"	"Male"	"Caucasian"
"1754"	"Female"	"Caucasian"
"1755"	"Male"	"Caucasian"
"1756"	"Female"	"Caucasian"
"1757"	"Male"	"Caucasian"
"1758"	"Female"	"Other"
"1759"	"Male"	"AfricanAmerican"
"1760"	"Male"	"Other"
"1761"	"Male"	"Caucasian"
"1762"	"Male"	"Caucasian"
"1763"	"Male"	"Caucasian"
"1764"	"Female"	"AfricanAmerican"
"1765"	"Female"	"Caucasian"
"1766"	"Male"	"Caucasian"
"1767"	"Male"	"Caucasian"
"1768"	"Male"	"Caucasian"
"1769"	"Male"	"?"
"1770"	"Male"	"Caucasian"
"1771"	"Male"	"Caucasian"
"1772"	"Female"	"Caucasian"
"1773"	"Male"	"AfricanAmerican"
"1774"	"Female"	"Caucasian"
"1775"	"Female"	"Caucasian"
"1776"	"Female"	"Other"
"1777"	"Male"	"Caucasian"
"1778"	"Female"	"AfricanAmerican"
"1779"	"Female"	"Caucasian"
"1780"	"Female"	"Hispanic"
"1781"	"Male"	"?"
"1782"	"Female"	"Caucasian"
"1783"	"Female"	"Caucasian"
"1784"	"Female"	"Caucasian"
"1785"	"Female"	"AfricanAmerican"
"1786"	"Female"	"Caucasian"
"1787"	"Female"	"AfricanAmerican"
"1788"	"Male"	"Caucasian"
"1789"	"Female"	"Other"
"1790"	"Female"	"Caucasian"
"1791"	"Female"	"Caucasian"
"1792"	"Female"	"AfricanAmerican"
"1793"	"Female"	"Caucasian"
"1794"	"Female"	"AfricanAmerican"
"1795"	"Female"	"Caucasian"
"1796"	"Female"	"Caucasian"
"1797"	"Female"	"Caucasian"
"1798"	"Male"	"Caucasian"
"1799"	"Male"	"Caucasian"
"1800"	"Male"	"Caucasian"
"1801"	"Male"	"Caucasian"
"1802"	"Male"	"Caucasian"
"1803"	"Male"	"Caucasian"
"1804"	"Male"	"Caucasian"
"1805"	"Male"	"Caucasian"
"1806"	"Male"	"Caucasian"
"1807"	"Male"	"AfricanAmerican"
"1808"	"Female"	"AfricanAmerican"
"1809"	"Male"	"AfricanAmerican"
"1810"	"Female"	"AfricanAmerican"
"1811"	"Female"	"Caucasian"
"1812"	"Male"	"Caucasian"
"1813"	"Female"	"AfricanAmerican"
"1814"	"Female"	"Caucasian"
"1815"	"Female"	"Caucasian"
"1816"	"Male"	"AfricanAmerican"
"1817"	"Male"	"Caucasian"
"1818"	"Male"	"Caucasian"
"1819"	"Female"	"Caucasian"
"1820"	"Male"	"AfricanAmerican"
"1821"	"Male"	"Caucasian"
"1822"	"Male"	"Caucasian"
"1823"	"Female"	"Caucasian"
"1824"	"Female"	"AfricanAmerican"
"1825"	"Male"	"Caucasian"
"1826"	"Female"	"Caucasian"
"1827"	"Female"	"Caucasian"
"1828"	"Male"	"Caucasian"
"1829"	"Female"	"AfricanAmerican"
"1830"	"Female"	"AfricanAmerican"
"1831"	"Female"	"Caucasian"
"1832"	"Male"	"Caucasian"
"1833"	"Female"	"Caucasian"
"1834"	"Female"	"AfricanAmerican"
"1835"	"Male"	"Caucasian"
"1836"	"Male"	"Caucasian"
"1837"	"Female"	"AfricanAmerican"
"1838"	"Male"	"AfricanAmerican"
"1839"	"Female"	"Caucasian"
"1840"	"Male"	"Caucasian"
"1841"	"Female"	"Caucasian"
"1842"	"Male"	"AfricanAmerican"
"1843"	"Male"	"Caucasian"
"1844"	"Male"	"Caucasian"
"1845"	"Female"	"Caucasian"
"1846"	"Male"	"Caucasian"
"1847"	"Female"	"Caucasian"
"1848"	"Male"	"Caucasian"
"1849"	"Female"	"Caucasian"
"1850"	"Female"	"AfricanAmerican"
"1851"	"Male"	"Caucasian"
"1852"	"Female"	"AfricanAmerican"
"1853"	"Female"	"Caucasian"
"1854"	"Male"	"AfricanAmerican"
"1855"	"Male"	"AfricanAmerican"
"1856"	"Male"	"Caucasian"
"1857"	"Female"	"AfricanAmerican"
"1858"	"Female"	"Caucasian"
"1859"	"Female"	"Caucasian"
"1860"	"Male"	"AfricanAmerican"
"1861"	"Female"	"AfricanAmerican"
"1862"	"Female"	"Caucasian"
"1863"	"Female"	"AfricanAmerican"
"1864"	"Female"	"Caucasian"
"1865"	"Female"	"Caucasian"
"1866"	"Male"	"AfricanAmerican"
"1867"	"Female"	"Caucasian"
"1868"	"Male"	"AfricanAmerican"
"1869"	"Male"	"Caucasian"
"1870"	"Female"	"AfricanAmerican"
"1871"	"Male"	"Caucasian"
"1872"	"Female"	"Caucasian"
"1873"	"Male"	"Caucasian"
"1874"	"Female"	"Caucasian"
"1875"	"Male"	"Caucasian"
"1876"	"Male"	"Caucasian"
"1877"	"Female"	"Caucasian"
"1878"	"Male"	"AfricanAmerican"
"1879"	"Female"	"AfricanAmerican"
"1880"	"Male"	"Caucasian"
"1881"	"Female"	"Caucasian"
"1882"	"Female"	"?"
"1883"	"Female"	"Caucasian"
"1884"	"Female"	"Caucasian"
"1885"	"Female"	"Other"
"1886"	"Female"	"AfricanAmerican"
"1887"	"Female"	"Caucasian"
"1888"	"Female"	"Caucasian"
"1889"	"Female"	"Caucasian"
"1890"	"Female"	"AfricanAmerican"
"1891"	"Female"	"Caucasian"
"1892"	"Male"	"Caucasian"
"1893"	"Male"	"Caucasian"
"1894"	"Male"	"AfricanAmerican"
"1895"	"Male"	"Caucasian"
"1896"	"Male"	"Caucasian"
"1897"	"Female"	"AfricanAmerican"
"1898"	"Male"	"Caucasian"
"1899"	"Female"	"Caucasian"
"1900"	"Female"	"Caucasian"
"1901"	"Male"	"Caucasian"
"1902"	"Male"	"AfricanAmerican"
"1903"	"Male"	"Caucasian"
"1904"	"Female"	"AfricanAmerican"
"1905"	"Male"	"Other"
"1906"	"Female"	"Caucasian"
"1907"	"Female"	"Caucasian"
"1908"	"Male"	"AfricanAmerican"
"1909"	"Female"	"Caucasian"
"1910"	"Female"	"Caucasian"
"1911"	"Female"	"Caucasian"
"1912"	"Male"	"Caucasian"
"1913"	"Female"	"Caucasian"
"1914"	"Male"	"Caucasian"
"1915"	"Male"	"Caucasian"
"1916"	"Female"	"Caucasian"
"1917"	"Male"	"Caucasian"
"1918"	"Female"	"AfricanAmerican"
"1919"	"Male"	"Caucasian"
"1920"	"Female"	"Caucasian"
"1921"	"Female"	"Caucasian"
"1922"	"Female"	"Caucasian"
"1923"	"Female"	"Caucasian"
"1924"	"Male"	"Caucasian"
"1925"	"Female"	"Caucasian"
"1926"	"Male"	"Caucasian"
"1927"	"Female"	"AfricanAmerican"
"1928"	"Male"	"AfricanAmerican"
"1929"	"Male"	"?"
"1930"	"Female"	"Caucasian"
"1931"	"Male"	"AfricanAmerican"
"1932"	"Female"	"AfricanAmerican"
"1933"	"Male"	"Caucasian"
"1934"	"Female"	"AfricanAmerican"
"1935"	"Female"	"Caucasian"
"1936"	"Male"	"AfricanAmerican"
"1937"	"Male"	"Caucasian"
"1938"	"Female"	"AfricanAmerican"
"1939"	"Female"	"Caucasian"
"1940"	"Male"	"Caucasian"
"1941"	"Female"	"AfricanAmerican"
"1942"	"Female"	"Caucasian"
"1943"	"Male"	"Caucasian"
"1944"	"Male"	"Caucasian"
"1945"	"Male"	"Caucasian"
"1946"	"Male"	"Caucasian"
"1947"	"Female"	"Caucasian"
"1948"	"Male"	"Caucasian"
"1949"	"Female"	"AfricanAmerican"
"1950"	"Female"	"Caucasian"
"1951"	"Male"	"Caucasian"
"1952"	"Male"	"Caucasian"
"1953"	"Male"	"Caucasian"
"1954"	"Female"	"Caucasian"
"1955"	"Male"	"AfricanAmerican"
"1956"	"Male"	"AfricanAmerican"
"1957"	"Female"	"AfricanAmerican"
"1958"	"Male"	"AfricanAmerican"
"1959"	"Female"	"Caucasian"
"1960"	"Female"	"Caucasian"
"1961"	"Male"	"Caucasian"
"1962"	"Female"	"AfricanAmerican"
"1963"	"Male"	"AfricanAmerican"
"1964"	"Male"	"Caucasian"
"1965"	"Female"	"Caucasian"
"1966"	"Female"	"Caucasian"
"1967"	"Male"	"AfricanAmerican"
"1968"	"Female"	"?"
"1969"	"Male"	"Caucasian"
"1970"	"Male"	"Caucasian"
"1971"	"Male"	"AfricanAmerican"
"1972"	"Female"	"AfricanAmerican"
"1973"	"Female"	"Caucasian"
"1974"	"Male"	"AfricanAmerican"
"1975"	"Female"	"AfricanAmerican"
"1976"	"Female"	"Caucasian"
"1977"	"Male"	"Caucasian"
"1978"	"Male"	"Caucasian"
"1979"	"Female"	"Caucasian"
"1980"	"Female"	"Caucasian"
"1981"	"Female"	"Caucasian"
"1982"	"Male"	"Caucasian"
"1983"	"Female"	"Caucasian"
"1984"	"Male"	"Caucasian"
"1985"	"Male"	"Caucasian"
"1986"	"Female"	"Caucasian"
"1987"	"Male"	"Caucasian"
"1988"	"Female"	"AfricanAmerican"
"1989"	"Female"	"Caucasian"
"1990"	"Male"	"AfricanAmerican"
"1991"	"Female"	"Caucasian"
"1992"	"Male"	"Caucasian"
"1993"	"Male"	"Caucasian"
"1994"	"Female"	"Caucasian"
"1995"	"Male"	"Caucasian"
"1996"	"Female"	"Caucasian"
"1997"	"Male"	"Caucasian"
"1998"	"Female"	"AfricanAmerican"
"1999"	"Male"	"Caucasian"
"2000"	"Male"	"Caucasian"
"2001"	"Female"	"Caucasian"
"2002"	"Male"	"Caucasian"
"2003"	"Male"	"Caucasian"
"2004"	"Male"	"AfricanAmerican"
"2005"	"Male"	"Caucasian"
"2006"	"Female"	"Caucasian"
"2007"	"Male"	"Caucasian"
"2008"	"Female"	"Caucasian"
"2009"	"Female"	"Caucasian"
"2010"	"Female"	"AfricanAmerican"
"2011"	"Male"	"Caucasian"
"2012"	"Female"	"Caucasian"
"2013"	"Female"	"Caucasian"
"2014"	"Female"	"Caucasian"
"2015"	"Male"	"Caucasian"
"2016"	"Female"	"Caucasian"
"2017"	"Male"	"AfricanAmerican"
"2018"	"Male"	"Caucasian"
"2019"	"Female"	"Caucasian"
"2020"	"Female"	"Caucasian"
"2021"	"Male"	"Caucasian"
"2022"	"Male"	"Caucasian"
"2023"	"Female"	"Caucasian"
"2024"	"Male"	"Caucasian"
"2025"	"Male"	"Caucasian"
"2026"	"Male"	"AfricanAmerican"
"2027"	"Female"	"Caucasian"
"2028"	"Male"	"Caucasian"
"2029"	"Female"	"AfricanAmerican"
"2030"	"Female"	"Caucasian"
"2031"	"Female"	"AfricanAmerican"
"2032"	"Female"	"AfricanAmerican"
"2033"	"Female"	"Caucasian"
"2034"	"Male"	"Other"
"2035"	"Female"	"Caucasian"
"2036"	"Female"	"Caucasian"
"2037"	"Male"	"Caucasian"
"2038"	"Male"	"Caucasian"
"2039"	"Female"	"Caucasian"
"2040"	"Male"	"Caucasian"
"2041"	"Female"	"Caucasian"
"2042"	"Female"	"Caucasian"
"2043"	"Female"	"?"
"2044"	"Male"	"Caucasian"
"2045"	"Male"	"Caucasian"
"2046"	"Female"	"Caucasian"
"2047"	"Male"	"Caucasian"
"2048"	"Female"	"Caucasian"
"2049"	"Male"	"Caucasian"
"2050"	"Female"	"AfricanAmerican"
"2051"	"Male"	"Caucasian"
"2052"	"Female"	"AfricanAmerican"
"2053"	"Female"	"Caucasian"
"2054"	"Male"	"?"
"2055"	"Male"	"Caucasian"
"2056"	"Female"	"Caucasian"
"2057"	"Male"	"Caucasian"
"2058"	"Female"	"AfricanAmerican"
"2059"	"Male"	"Caucasian"
"2060"	"Male"	"Caucasian"
"2061"	"Female"	"Caucasian"
"2062"	"Male"	"Caucasian"
"2063"	"Male"	"Caucasian"
"2064"	"Male"	"Caucasian"
"2065"	"Female"	"AfricanAmerican"
"2066"	"Female"	"Caucasian"
"2067"	"Female"	"AfricanAmerican"
"2068"	"Female"	"Caucasian"
"2069"	"Male"	"Caucasian"
"2070"	"Female"	"Caucasian"
"2071"	"Female"	"Caucasian"
"2072"	"Female"	"Caucasian"
"2073"	"Male"	"Caucasian"
"2074"	"Male"	"Other"
"2075"	"Male"	"AfricanAmerican"
"2076"	"Male"	"Caucasian"
"2077"	"Female"	"Caucasian"
"2078"	"Female"	"Caucasian"
"2079"	"Male"	"AfricanAmerican"
"2080"	"Female"	"AfricanAmerican"
"2081"	"Male"	"Caucasian"
"2082"	"Female"	"AfricanAmerican"
"2083"	"Male"	"Caucasian"
"2084"	"Female"	"Caucasian"
"2085"	"Female"	"Caucasian"
"2086"	"Male"	"Caucasian"
"2087"	"Female"	"Caucasian"
"2088"	"Male"	"Caucasian"
"2089"	"Male"	"Caucasian"
"2090"	"Female"	"AfricanAmerican"
"2091"	"Male"	"Caucasian"
"2092"	"Male"	"Caucasian"
"2093"	"Male"	"Hispanic"
"2094"	"Female"	"Caucasian"
"2095"	"Female"	"AfricanAmerican"
"2096"	"Female"	"Hispanic"
"2097"	"Female"	"AfricanAmerican"
"2098"	"Female"	"Caucasian"
"2099"	"Female"	"Caucasian"
"2100"	"Male"	"AfricanAmerican"
"2101"	"Female"	"AfricanAmerican"
"2102"	"Female"	"Caucasian"
"2103"	"Male"	"Caucasian"
"2104"	"Male"	"AfricanAmerican"
"2105"	"Female"	"Caucasian"
"2106"	"Female"	"AfricanAmerican"
"2107"	"Male"	"Caucasian"
"2108"	"Female"	"Caucasian"
"2109"	"Female"	"AfricanAmerican"
"2110"	"Male"	"Caucasian"
"2111"	"Male"	"Caucasian"
"2112"	"Male"	"Caucasian"
"2113"	"Male"	"Caucasian"
"2114"	"Female"	"Caucasian"
"2115"	"Male"	"Caucasian"
"2116"	"Female"	"AfricanAmerican"
"2117"	"Male"	"Caucasian"
"2118"	"Female"	"Caucasian"
"2119"	"Male"	"Caucasian"
"2120"	"Male"	"Caucasian"
"2121"	"Male"	"AfricanAmerican"
"2122"	"Male"	"Caucasian"
"2123"	"Female"	"AfricanAmerican"
"2124"	"Male"	"Caucasian"
"2125"	"Female"	"AfricanAmerican"
"2126"	"Female"	"AfricanAmerican"
"2127"	"Female"	"Caucasian"
"2128"	"Male"	"Caucasian"
"2129"	"Female"	"Caucasian"
"2130"	"Male"	"Caucasian"
"2131"	"Male"	"Caucasian"
"2132"	"Female"	"AfricanAmerican"
"2133"	"Female"	"Caucasian"
"2134"	"Female"	"Caucasian"
"2135"	"Male"	"Caucasian"
"2136"	"Male"	"Caucasian"
"2137"	"Male"	"Caucasian"
"2138"	"Male"	"Caucasian"
"2139"	"Female"	"Caucasian"
"2140"	"Female"	"AfricanAmerican"
"2141"	"Male"	"Caucasian"
"2142"	"Male"	"AfricanAmerican"
"2143"	"Female"	"AfricanAmerican"
"2144"	"Male"	"Caucasian"
"2145"	"Female"	"Caucasian"
"2146"	"Female"	"AfricanAmerican"
"2147"	"Female"	"Caucasian"
"2148"	"Female"	"Caucasian"
"2149"	"Female"	"AfricanAmerican"
"2150"	"Male"	"AfricanAmerican"
"2151"	"Female"	"Caucasian"
"2152"	"Male"	"Hispanic"
"2153"	"Female"	"AfricanAmerican"
"2154"	"Female"	"Caucasian"
"2155"	"Male"	"Caucasian"
"2156"	"Male"	"Caucasian"
"2157"	"Male"	"Caucasian"
"2158"	"Male"	"Caucasian"
"2159"	"Female"	"AfricanAmerican"
"2160"	"Female"	"AfricanAmerican"
"2161"	"Male"	"?"
"2162"	"Male"	"AfricanAmerican"
"2163"	"Female"	"Caucasian"
"2164"	"Female"	"Caucasian"
"2165"	"Female"	"Caucasian"
"2166"	"Male"	"Caucasian"
"2167"	"Female"	"Caucasian"
"2168"	"Female"	"AfricanAmerican"
"2169"	"Female"	"Caucasian"
"2170"	"Male"	"Caucasian"
"2171"	"Male"	"Caucasian"
"2172"	"Female"	"AfricanAmerican"
"2173"	"Male"	"Caucasian"
"2174"	"Male"	"AfricanAmerican"
"2175"	"Female"	"Caucasian"
"2176"	"Male"	"Caucasian"
"2177"	"Female"	"Caucasian"
"2178"	"Female"	"Caucasian"
"2179"	"Female"	"AfricanAmerican"
"2180"	"Female"	"Caucasian"
"2181"	"Male"	"Caucasian"
"2182"	"Male"	"Caucasian"
"2183"	"Female"	"Caucasian"
"2184"	"Female"	"AfricanAmerican"
"2185"	"Female"	"Caucasian"
"2186"	"Male"	"AfricanAmerican"
"2187"	"Female"	"Caucasian"
"2188"	"Male"	"Caucasian"
"2189"	"Male"	"Caucasian"
"2190"	"Female"	"AfricanAmerican"
"2191"	"Female"	"Caucasian"
"2192"	"Male"	"Caucasian"
"2193"	"Male"	"Caucasian"
"2194"	"Female"	"Asian"
"2195"	"Male"	"Caucasian"
"2196"	"Female"	"Caucasian"
"2197"	"Female"	"AfricanAmerican"
"2198"	"Male"	"Caucasian"
"2199"	"Female"	"AfricanAmerican"
"2200"	"Male"	"Caucasian"
"2201"	"Male"	"AfricanAmerican"
"2202"	"Female"	"Caucasian"
"2203"	"Female"	"Caucasian"
"2204"	"Male"	"Caucasian"
"2205"	"Female"	"Other"
"2206"	"Female"	"Caucasian"
"2207"	"Female"	"AfricanAmerican"
"2208"	"Female"	"Caucasian"
"2209"	"Female"	"Caucasian"
"2210"	"Male"	"Caucasian"
"2211"	"Male"	"AfricanAmerican"
"2212"	"Male"	"AfricanAmerican"
"2213"	"Male"	"Caucasian"
"2214"	"Male"	"Caucasian"
"2215"	"Male"	"Caucasian"
"2216"	"Female"	"Caucasian"
"2217"	"Female"	"Caucasian"
"2218"	"Female"	"AfricanAmerican"
"2219"	"Female"	"Caucasian"
"2220"	"Male"	"Caucasian"
"2221"	"Female"	"Caucasian"
"2222"	"Female"	"AfricanAmerican"
"2223"	"Female"	"Caucasian"
"2224"	"Female"	"Caucasian"
"2225"	"Female"	"AfricanAmerican"
"2226"	"Male"	"Caucasian"
"2227"	"Male"	"Caucasian"
"2228"	"Male"	"AfricanAmerican"
"2229"	"Female"	"Other"
"2230"	"Female"	"Caucasian"
"2231"	"Female"	"Caucasian"
"2232"	"Female"	"Caucasian"
"2233"	"Female"	"AfricanAmerican"
"2234"	"Female"	"Caucasian"
"2235"	"Female"	"Caucasian"
"2236"	"Female"	"AfricanAmerican"
"2237"	"Female"	"Caucasian"
"2238"	"Female"	"Caucasian"
"2239"	"Male"	"Caucasian"
"2240"	"Male"	"Caucasian"
"2241"	"Male"	"Caucasian"
"2242"	"Male"	"Caucasian"
"2243"	"Male"	"Caucasian"
"2244"	"Male"	"Caucasian"
"2245"	"Male"	"AfricanAmerican"
"2246"	"Female"	"Caucasian"
"2247"	"Male"	"Caucasian"
"2248"	"Male"	"Caucasian"
"2249"	"Female"	"Caucasian"
"2250"	"Male"	"AfricanAmerican"
"2251"	"Female"	"Caucasian"
"2252"	"Male"	"Caucasian"
"2253"	"Female"	"Caucasian"
"2254"	"Female"	"Caucasian"
"2255"	"Male"	"Caucasian"
"2256"	"Female"	"Caucasian"
"2257"	"Female"	"AfricanAmerican"
"2258"	"Female"	"Caucasian"
"2259"	"Female"	"Caucasian"
"2260"	"Male"	"AfricanAmerican"
"2261"	"Female"	"Caucasian"
"2262"	"Female"	"Caucasian"
"2263"	"Male"	"Caucasian"
"2264"	"Female"	"Caucasian"
"2265"	"Female"	"Caucasian"
"2266"	"Male"	"Caucasian"
"2267"	"Female"	"AfricanAmerican"
"2268"	"Female"	"Caucasian"
"2269"	"Female"	"Caucasian"
"2270"	"Male"	"Caucasian"
"2271"	"Female"	"AfricanAmerican"
"2272"	"Female"	"Caucasian"
"2273"	"Female"	"Caucasian"
"2274"	"Female"	"Caucasian"
"2275"	"Male"	"Caucasian"
"2276"	"Male"	"AfricanAmerican"
"2277"	"Female"	"AfricanAmerican"
"2278"	"Female"	"Caucasian"
"2279"	"Female"	"Caucasian"
"2280"	"Female"	"Caucasian"
"2281"	"Male"	"AfricanAmerican"
"2282"	"Male"	"Caucasian"
"2283"	"Female"	"Caucasian"
"2284"	"Male"	"Caucasian"
"2285"	"Male"	"Caucasian"
"2286"	"Male"	"Caucasian"
"2287"	"Male"	"Caucasian"
"2288"	"Female"	"AfricanAmerican"
"2289"	"Female"	"Caucasian"
"2290"	"Female"	"AfricanAmerican"
"2291"	"Female"	"Caucasian"
"2292"	"Male"	"Caucasian"
"2293"	"Female"	"Caucasian"
"2294"	"Male"	"Caucasian"
"2295"	"Female"	"Caucasian"
"2296"	"Male"	"Caucasian"
"2297"	"Male"	"Hispanic"
"2298"	"Male"	"Caucasian"
"2299"	"Female"	"Caucasian"
"2300"	"Female"	"AfricanAmerican"
"2301"	"Male"	"AfricanAmerican"
"2302"	"Female"	"Caucasian"
"2303"	"Male"	"Caucasian"
"2304"	"Male"	"Caucasian"
"2305"	"Male"	"Caucasian"
"2306"	"Male"	"Caucasian"
"2307"	"Male"	"AfricanAmerican"
"2308"	"Female"	"Caucasian"
"2309"	"Female"	"Hispanic"
